                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      3.7999999999999998E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                star_age                                star_mass                             he_core_mass                              c_core_mass                                   log_LH                                  log_LHe                                 log_Teff                                    log_L                                    log_g                             log_center_T                           log_center_Rho                             center_gamma                                center_h1                               center_he4                               center_c12                               surface_h1 
                 1.0000000000000001E-005                  3.7999999999999972E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787379042419298E+001                 -9.8999999999999986E+001                  3.6304486487402237E+000                  2.6965720222663569E+000                  1.7963778498192198E+000                  5.8596094073892058E+000                 -3.2666683506718588E+000                  2.8238421033647328E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.4416000000000000E-005                  3.7999999999999852E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787378999005865E+001                 -9.8999999999999986E+001                  3.6304486491512131E+000                  2.6965720180714206E+000                  1.7963778556581118E+000                  5.8596094102255130E+000                 -3.2666683421554037E+000                  2.8238421033810558E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.5958682111999992E-004                  3.7999999999999452E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787378874208517E+001                 -9.8999999999999986E+001                  3.6304486503986872E+000                  2.6965720062749079E+000                  1.7963778724445179E+000                  5.8596094183790752E+000                 -3.2666683176734530E+000                  2.8238421034271384E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.2035107872931792E-004                  3.7999999999998466E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787378563672101E+001                 -9.8999999999999986E+001                  3.6304486532039855E+000                  2.6965719757213757E+000                  1.7963779142192313E+000                  5.8596094386682536E+000                 -3.2666682567536176E+000                  2.8238421035405040E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 1.8668799962237360E-003                  3.7999999999996015E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787377790959461E+001                 -9.8999999999999986E+001                  3.6304486598292658E+000                  2.6965718982577647E+000                  1.7963780181839366E+000                  5.8596094891528843E+000                 -3.2666681051670197E+000                  2.8238421038281194E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 4.7198108322034464E-003                  3.7999999999989922E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787375868205375E+001                 -9.8999999999999986E+001                  3.6304486826101785E+000                  2.6965717296598291E+000                  1.7963782779054522E+000                  5.8596096147739551E+000                 -3.2666677279683975E+000                  2.8238421045550854E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 1.1818815689988476E-002                  3.7999999999974761E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787371083783114E+001                 -9.8999999999999986E+001                  3.6304487178013578E+000                  2.6965712265322486E+000                  1.7963789217975752E+000                  5.8596099273521007E+000                 -3.2666667893701380E+000                  2.8238421064273142E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 2.9483411457712123E-002                  3.7999999999937035E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787359178655869E+001                 -9.8999999999999986E+001                  3.6304488150961034E+000                  2.6965700136476047E+000                  1.7963805238607728E+000                  5.8596107051256308E+000                 -3.2666644538237666E+000                  2.8238421112514268E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.3438578398454205E-002                  3.7999999999843173E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787329555168052E+001                 -9.8999999999999986E+001                  3.6304490572757575E+000                  2.6965669959800014E+000                  1.7963845102459179E+000                  5.8596126404411413E+000                 -3.2666586422637307E+000                  2.8238421234180057E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
